Gene	ExpA	ExpB	FoldChange	log2FC	ExpFreqA	ExpFreqB	TotalA	TotalB	ExpFractionA	ExpFractionB	fishers.pval	wilcoxon.pval	combined.pval	adjusted.pval
HAUS6	2.39051993716089	1.16437829724674	2.05304405176002	1.03776458340068	339	108	2056	2056	0.16488326848249	0.0525291828793774	5.35058038661306e-32	5.26348385734686e-30	3.95466956324942e-59	1.41848733657071e-58
MST4	4.15670823028323	3.19061886272555	1.30279058988964	0.381605204238087	575	266	2056	2056	0.279669260700389	0.129377431906615	2.77343901631885e-33	1.03892993970567e-28	4.04548103507378e-59	1.45063304351586e-58
TADA3	1.38327625990241	0.937613795410587	1.47531560080839	0.561023610079176	487	202	2056	2056	0.236867704280156	0.0982490272373541	3.22841391076302e-33	9.81018811754026e-29	4.44364412316888e-59	1.5929378771136e-58
INSIG2	3.48470580823293	2.34214941613851	1.48782386991268	0.573203748863045	445	175	2056	2056	0.216439688715953	0.0851167315175097	1.31942303479464e-32	2.44915353256588e-29	4.53325914913368e-59	1.62458457474544e-58
KMT2C	10.8385874619235	9.41631153829568	1.15104384746017	0.202942792035264	889	519	2056	2056	0.432392996108949	0.252431906614786	3.98180920031191e-34	8.27749686545281e-28	4.6230520514975e-59	1.65627638350856e-58
QSOX2	2.05458206599238	0.997791254814587	2.05913015981902	1.0420350271486	262	63	2056	2056	0.127431906614786	0.0306420233463035	2.97758836177018e-32	1.12213104072794e-29	4.68614018829508e-59	1.67838499363782e-58
GJA1	0.751642915886241	0.00766221291210993	98.097367497879	6.61614251625834	128	4	2056	2056	0.0622568093385214	0.00194552529182879	6.73323901768462e-34	4.97805963015418e-28	4.70090373519032e-59	1.68317778948716e-58
ACTN4	1.25645153236121	0.811612130502819	1.54809358453379	0.630492687155336	387	138	2056	2056	0.188229571984436	0.0671206225680934	4.24110712488481e-32	8.55241511809483e-30	5.08417775759187e-59	1.81987567632168e-58
PRPF3	3.8691904173996	3.39768426799418	1.13877279706268	0.187479935590501	569	265	2056	2056	0.276750972762646	0.128891050583658	1.89872081983567e-32	1.94739162663916e-29	5.18212128368331e-59	1.85438952281276e-58
HIST1H2AI	2.50193559633291	0.952441579082117	2.62686515507236	1.39334214447555	333	106	2056	2056	0.161964980544747	0.051556420233463	2.00129951822515e-31	1.96126746345079e-30	5.49866155044747e-59	1.96708359312777e-58
NUDT16L1	10.8393834691692	19.8045126926104	0.547318868048377	-0.869546502601748	788	421	2056	2056	0.383268482490272	0.204766536964981	2.05720742552174e-36	2.00381770681098e-25	5.77287809381286e-59	2.064575104543e-58
MKL1	3.38680734293886	2.00578167168744	1.68852243030498	0.755761344210548	384	137	2056	2056	0.186770428015564	0.0666342412451362	8.31608584016374e-32	5.13144634812962e-30	5.97458252817943e-59	2.13608423175092e-58
FAM179B	3.18312898531497	1.79562825095809	1.77271046143129	0.825956918657165	420	162	2056	2056	0.204280155642023	0.0787937743190661	1.80995905488829e-31	2.36433976653204e-30	5.99126780278883e-59	2.14142115920689e-58
ANKRD30BL	1.68478531064689	1.08184198052221	1.55733031346559	0.639074975924574	290	79	2056	2056	0.141050583657588	0.0384241245136187	5.08561644683951e-32	9.56326173925277e-30	6.80287724369733e-59	2.4307963539301e-58
CSNK1G1	2.09648009754522	1.62078100510836	1.29349991821076	0.371279962799665	305	88	2056	2056	0.148346303501946	0.0428015564202335	7.06123680350332e-32	6.93237775661733e-30	6.84677209023419e-59	2.44576336748219e-58
PPP2R1B	2.96390157576757	2.34370300281603	1.26462336405524	0.33870777881975	356	118	2056	2056	0.173151750972763	0.0573929961089494	3.56543814496349e-32	1.49297600341151e-29	7.44094799160657e-59	2.65723211626384e-58
BRE	8.11539935181188	9.66614707750906	0.839569198227346	-0.25227885629422	765	405	2056	2056	0.372081712062257	0.196984435797665	9.10152517571495e-36	5.94399401485812e-26	7.56144507792622e-59	2.69947135094429e-58
NPEPPS	7.50102378011842	6.1205112702764	1.22555509644208	0.293435343916706	789	437	2056	2056	0.38375486381323	0.212548638132296	2.50462848538929e-33	2.17153350051941e-28	7.60160910442496e-59	2.71301495754469e-58
TMEM167B	5.88265946436204	4.67939534721206	1.25714093977267	0.330146401319833	530	235	2056	2056	0.257782101167315	0.114299610894942	1.08362638741929e-32	5.04677592138848e-29	7.643147178136e-59	2.72704088391548e-58
FAM193A	3.11629490499631	2.59434503177739	1.20118753166048	0.264461404895353	424	163	2056	2056	0.206225680933852	0.0792801556420233	5.89016589190698e-32	9.52416368076011e-30	7.8388771083487e-59	2.79605745407893e-58
RHOT2	11.2128205040506	12.2755743071034	0.91342532931939	-0.130641298627625	976	585	2056	2056	0.474708171206226	0.284533073929961	2.62478117720349e-36	2.16633249985259e-25	7.94466758498661e-59	2.83296240786657e-58
GALK2	1.28355230580832	1.11857475832949	1.14748906700274	0.198480408056451	332	104	2056	2056	0.16147859922179	0.0505836575875486	6.63129244750127e-32	9.44602405168215e-30	8.74588629550793e-59	3.11775361327428e-58
DCTN2	10.4256022965124	11.9802600889889	0.870231716095596	-0.2005284971999	839	464	2056	2056	0.408073929961089	0.22568093385214	2.06182681274253e-36	3.11405300711657e-25	8.96309333580404e-59	3.19424926633789e-58
CCNA2	0.523454882209442	0.145086841802799	3.60787288292426	1.8511485086583	146	10	2056	2056	0.071011673151751	0.00486381322957198	4.03088976211077e-33	1.69691882293781e-28	9.54431579757753e-59	3.40038931647534e-58
