Gene	ExpA	ExpB	FoldChange	log2FC	ExpFreqA	ExpFreqB	TotalA	TotalB	ExpFractionA	ExpFractionB	fishers.pval	wilcoxon.pval	combined.pval	adjusted.pval
CNIH4	7.44533758185689	5.35270953237634	1.39094743266436	0.476067897904959	575	249	2056	2056	0.279669260700389	0.121108949416342	1.59898596119101e-37	6.52790170686291e-33	1.66836666835396e-67	2.06109215557817e-66
PDE4B	4.11923134051157	1.52619942566499	2.69901250861549	1.43243166301289	312	80	2056	2056	0.151750972762646	0.0389105058365759	1.34735630795932e-36	8.1245578922734e-34	1.74914633030547e-67	2.1584145506115e-66
MGEA5	33.3139865887108	26.7965365718747	1.24321986534919	0.314081461795669	1419	1011	2056	2056	0.690175097276265	0.491731517509728	2.07403448291889e-38	5.71665283833588e-32	1.89358442652115e-67	2.33397806171779e-66
SLTM	25.5232508299317	21.6215304534967	1.18045532830466	0.239343447028007	1173	743	2056	2056	0.570525291828794	0.361381322957198	2.63095331872936e-41	4.59335345422963e-29	1.92982535759063e-67	2.3759322467597e-66
ITGA6	4.18784121496295	1.46588534811019	2.8568681857431	1.51443447268948	357	107	2056	2056	0.17363813229572	0.0520428015564202	3.29394557930557e-36	3.77927612555059e-34	1.98755597152373e-67	2.44421791937097e-66
GGA1	14.8045964200606	7.76923599093056	1.9055408327592	0.930200523179223	794	430	2056	2056	0.386186770428016	0.209143968871595	1.38155846531128e-35	9.06700116849946e-35	1.99990931466704e-67	2.45660842354033e-66
ARHGAP30	6.75559049447696	4.29878676698274	1.57151095429156	0.652152328545844	525	216	2056	2056	0.255350194552529	0.105058365758755	1.05228772078723e-36	1.22571477311863e-33	2.05883616357857e-67	2.52611467852046e-66
C15orf39	4.68123736299707	3.44625427048258	1.35835518670001	0.441860769044729	411	139	2056	2056	0.199902723735409	0.0676070038910506	1.05623816273842e-36	1.22912758932753e-33	2.07223462754454e-67	2.53966482478044e-66
NABP1	3.94169880210257	1.61859170954203	2.43526442083275	1.28407842853469	456	174	2056	2056	0.221789883268482	0.0846303501945525	4.84570042136619e-35	2.7642182091323e-35	2.13758781248906e-67	2.61678598838758e-66
CHP1	8.5177022643685	48.2598371893319	0.176496705344281	-2.5022868418602	946	1249	2056	2056	0.46011673151751	0.607490272373541	3.13792575319392e-21	5.49389999372086e-49	2.74682636607895e-67	3.3587893830115e-66
PTP4A2	74.0305143438948	52.6675117977527	1.40562012172091	0.491206749062222	1772	1447	2056	2056	0.861867704280156	0.703793774319066	3.97207472833346e-35	4.75429551681807e-35	3.0072040410054e-67	3.67301195721894e-66
UBA2	7.68749574851443	4.36803064021774	1.75994547239055	0.81553073117486	707	354	2056	2056	0.343871595330739	0.172178988326848	1.30939263956539e-36	1.46369943594688e-33	3.05169275796099e-67	3.72313420753498e-66
MARS	7.94125438660118	4.35856978065258	1.82198629051482	0.865512103662087	647	307	2056	2056	0.314688715953307	0.14931906614786	1.39901369824121e-36	1.70090122946646e-33	3.78381110948971e-67	4.61111896224255e-66
SH3GLB1	13.2815033922678	8.90632248797798	1.4912443839975	0.576516704764284	917	530	2056	2056	0.446011673151751	0.257782101167315	9.61919963749634e-37	2.50237809639568e-33	3.82726793296172e-67	4.65881316670341e-66
CFP	5.09637185946238	2.92225957839662	1.74398328510524	0.802386212929434	375	117	2056	2056	0.182392996108949	0.0569066147859922	1.56798050572408e-36	1.53762064382165e-33	3.83338526021919e-67	4.66099887615152e-66
RGS19	5.93066461304681	2.97871801699058	1.99101243528873	0.993502231743173	511	207	2056	2056	0.248540856031128	0.10068093385214	1.85028622759897e-36	1.30861951695174e-33	3.84975599656672e-67	4.67563270528965e-66
GTF2B	7.33919428910447	5.13351481100313	1.42966263063539	0.515674742435438	617	281	2056	2056	0.300097276264591	0.136673151750973	2.49289374260393e-37	9.84602927829364e-33	3.90219165732915e-67	4.7339861669623e-66
FOSL2	5.47935786375021	1.83255694675459	2.99000687179409	1.58014880010628	522	220	2056	2056	0.253891050583658	0.107003891050584	4.70584138923394e-35	5.23919901230711e-35	3.91952736185974e-67	4.74967444917498e-66
