gene_short_name	direction
ZFAND2B	No overlap: HSPC MUT unique
PCM1	No overlap: HSPC MUT unique
TRIP6	No overlap: HSPC MUT unique
DNM1L	No overlap: HSPC MUT unique
C14orf119	No overlap: HSPC MUT unique
ATAD3B	No overlap: HSPC MUT unique
MED17	No overlap: HSPC MUT unique
AC010642.1	No overlap: HSPC MUT unique
GALT	No overlap: HSPC MUT unique
ITGAE	No overlap: HSPC MUT unique
SEH1L	No overlap: HSPC MUT unique
EXOC7	No overlap: HSPC MUT unique
PSMB10	No overlap: HSPC MUT unique
REPIN1	No overlap: HSPC MUT unique
WDR45B	No overlap: HSPC MUT unique
JMJD6	No overlap: HSPC MUT unique
TRPV2	No overlap: HSPC MUT unique
PLEKHF2	No overlap: HSPC MUT unique
CUX1	No overlap: HSPC MUT unique
ATE1	No overlap: HSPC MUT unique
ATXN2	No overlap: HSPC MUT unique
KDM3B	No overlap: HSPC MUT unique
CEBPG	No overlap: HSPC MUT unique
CMTM7	No overlap: HSPC MUT unique
TMBIM4.1	No overlap: HSPC MUT unique
MYO1G	No overlap: HSPC MUT unique
TRAF3IP3	No overlap: HSPC MUT unique
CDC40	No overlap: HSPC MUT unique
ERAP2	No overlap: HSPC MUT unique
UTP23	No overlap: HSPC MUT unique
NUFIP2	No overlap: HSPC MUT unique
CDK2AP2	No overlap: HSPC MUT unique
UBQLN2	No overlap: HSPC MUT unique
AP1G1	No overlap: HSPC MUT unique
DPP8	No overlap: HSPC MUT unique
CAST	No overlap: HSPC MUT unique
GAR1	No overlap: HSPC MUT unique
BTAF1	No overlap: HSPC MUT unique
CEP135	No overlap: HSPC MUT unique
FAM69B	No overlap: HSPC MUT unique
UTP11L	No overlap: HSPC MUT unique
MED23	No overlap: HSPC MUT unique
CCNH	No overlap: HSPC MUT unique
SUPT16H	No overlap: HSPC MUT unique
SNX2	No overlap: HSPC MUT unique
DDA1	No overlap: HSPC MUT unique
RP11-488L18.10	No overlap: HSPC MUT unique
SEC14L1	No overlap: HSPC MUT unique
KCTD20	No overlap: HSPC MUT unique
BLOC1S6	No overlap: HSPC MUT unique
DDX49	No overlap: HSPC MUT unique
ATP6V0A2	No overlap: HSPC MUT unique
PRKRA	No overlap: HSPC MUT unique
IKZF1	No overlap: HSPC MUT unique
PRKAR1A	No overlap: HSPC MUT unique
UBA6	No overlap: HSPC MUT unique
TPMT	No overlap: HSPC MUT unique
HDAC1	No overlap: HSPC MUT unique
NCLN	No overlap: HSPC MUT unique
GMNN	No overlap: HSPC MUT unique
TCF4	No overlap: HSPC MUT unique
ABCC4	No overlap: HSPC MUT unique
TRIM27	No overlap: HSPC MUT unique
LAP3	No overlap: HSPC MUT unique
NIPAL3	No overlap: HSPC MUT unique
HPCAL1	No overlap: HSPC MUT unique
ZNRD1-AS1	No overlap: HSPC MUT unique
SMIM19	No overlap: HSPC MUT unique
NR6A1	No overlap: HSPC MUT unique
ZMYM2	No overlap: HSPC MUT unique
FAHD2B	No overlap: HSPC MUT unique
MAGT1	No overlap: HSPC MUT unique
ARL17B	No overlap: HSPC MUT unique
BRAF	No overlap: HSPC MUT unique
STAT5B	No overlap: HSPC MUT unique
GALK1	No overlap: HSPC MUT unique
METTL23	No overlap: HSPC MUT unique
PRPF6	No overlap: HSPC MUT unique
SPAG9	No overlap: HSPC MUT unique
KRIT1	No overlap: HSPC MUT unique
RBM14	No overlap: HSPC MUT unique
TNRC6C	No overlap: HSPC MUT unique
TTF1	No overlap: HSPC MUT unique
CXCL2	No overlap: HSPC MUT unique
INTS10	No overlap: HSPC MUT unique
COQ10B	No overlap: HSPC MUT unique
RBBP4	No overlap: HSPC MUT unique
KLF3	No overlap: HSPC MUT unique
ACBD3	No overlap: HSPC MUT unique
STAT6	No overlap: HSPC MUT unique
MCM2	No overlap: HSPC MUT unique
ANKZF1	No overlap: HSPC MUT unique
S100A10	No overlap: HSPC MUT unique
DNAJC8	No overlap: HSPC MUT unique
TARS	No overlap: HSPC MUT unique
OBFC1	No overlap: HSPC MUT unique
RNF187	No overlap: HSPC MUT unique
RILPL2	No overlap: HSPC MUT unique
GDI1	No overlap: HSPC MUT unique
KIAA2018	No overlap: HSPC MUT unique
PUM2	No overlap: HSPC MUT unique
FASTK	No overlap: HSPC MUT unique
CREBZF	No overlap: HSPC MUT unique
SFSWAP	No overlap: HSPC MUT unique
RBM33	No overlap: HSPC MUT unique
LEPROTL1	No overlap: HSPC MUT unique
ATP2A3	No overlap: HSPC MUT unique
GPCPD1	No overlap: HSPC MUT unique
ING5	No overlap: HSPC MUT unique
PIK3IP1	No overlap: HSPC MUT unique
TMEM109	No overlap: HSPC MUT unique
PIKFYVE	No overlap: HSPC MUT unique
ZNF236	No overlap: HSPC MUT unique
ESCO1	No overlap: HSPC MUT unique
PIGH	No overlap: HSPC MUT unique
STON2	No overlap: HSPC MUT unique
GIGYF1	No overlap: HSPC MUT unique
NDUFAF6	No overlap: HSPC MUT unique
FHL2	No overlap: HSPC MUT unique
FLOT2	No overlap: HSPC MUT unique
LRRC8B	No overlap: HSPC MUT unique
FAM168B	No overlap: HSPC MUT unique
OSER1	No overlap: HSPC MUT unique
ELOVL6	No overlap: HSPC MUT unique
TOB2	No overlap: HSPC MUT unique
HIST2H2BE	No overlap: HSPC MUT unique
CDK12	No overlap: HSPC MUT unique
ERCC-00145	No overlap: HSPC MUT unique
CCDC28A	No overlap: HSPC MUT unique
MTRNR2L8	No overlap: HSPC MUT unique
KHSRP	No overlap: HSPC MUT unique
MAN1A1	No overlap: HSPC MUT unique
FAM210B	No overlap: HSPC MUT unique
ZNF317	No overlap: HSPC MUT unique
TIPRL	No overlap: HSPC MUT unique
EFCAB14	No overlap: HSPC MUT unique
SNX27	No overlap: HSPC MUT unique
PGPEP1	No overlap: HSPC MUT unique
TCIRG1	No overlap: HSPC MUT unique
UGGT1	No overlap: HSPC MUT unique
TCTA	No overlap: HSPC MUT unique
PTGS1	No overlap: HSPC MUT unique
CASP3	No overlap: HSPC MUT unique
POLR2D	No overlap: HSPC MUT unique
PDIA4	No overlap: HSPC MUT unique
ZNF521	No overlap: HSPC MUT unique
CREG1	No overlap: HSPC MUT unique
KRAS	No overlap: HSPC MUT unique
TBC1D15	No overlap: HSPC MUT unique
RNF220	No overlap: HSPC MUT unique
FAM111A	No overlap: HSPC MUT unique
GTF2IRD2	No overlap: HSPC MUT unique
ERCC-00009	No overlap: HSPC MUT unique
TBK1	No overlap: HSPC MUT unique
TOPORS-AS1	No overlap: HSPC MUT unique
NBPF15	No overlap: HSPC MUT unique
NDUFB5	No overlap: HSPC MUT unique
CBFA2T3	No overlap: HSPC MUT unique
BLVRB	No overlap: HSPC MUT unique
PCYT2	No overlap: HSPC MUT unique
LYRM1	No overlap: HSPC MUT unique
MPHOSPH9	No overlap: HSPC MUT unique
PAK1IP1	No overlap: HSPC MUT unique
VAT1	No overlap: HSPC MUT unique
CYB5R1	No overlap: HSPC MUT unique
SDHC	No overlap: HSPC MUT unique
CCDC69	No overlap: HSPC MUT unique
ZSWIM7	No overlap: HSPC MUT unique
XPA	No overlap: HSPC MUT unique
LNPEP	No overlap: HSPC MUT unique
PLCB2	No overlap: HSPC MUT unique
CREBBP	No overlap: HSPC MUT unique
C4orf48	No overlap: HSPC MUT unique
ANKRD54	No overlap: HSPC MUT unique
MED16	No overlap: HSPC MUT unique
USP47	No overlap: HSPC MUT unique
TRMT5	No overlap: HSPC MUT unique
BRAP	No overlap: HSPC MUT unique
HEXB	No overlap: HSPC MUT unique
HAGH	No overlap: HSPC MUT unique
POLR3GL	No overlap: HSPC MUT unique
INO80C	No overlap: HSPC MUT unique
KIF13A	No overlap: HSPC MUT unique
GLOD4	No overlap: HSPC MUT unique
KMT2E-AS1	No overlap: HSPC MUT unique
CTSC	No overlap: HSPC MUT unique
WASH4P	No overlap: HSPC MUT unique
C1orf162	No overlap: HSPC MUT unique
KCNN4	No overlap: HSPC MUT unique
ARHGEF6	No overlap: HSPC MUT unique
SNAPIN	No overlap: HSPC MUT unique
BCL7A	No overlap: HSPC MUT unique
STX8	No overlap: HSPC MUT unique
SENP2	No overlap: HSPC MUT unique
HDAC7	No overlap: HSPC MUT unique
YTHDF1	No overlap: HSPC MUT unique
LITAF	No overlap: HSPC MUT unique
CDIPT	No overlap: HSPC MUT unique
WDR41	No overlap: HSPC MUT unique
KIF2A	No overlap: HSPC MUT unique
MCUR1	No overlap: HSPC MUT unique
CTB-31O20.2	No overlap: HSPC MUT unique
RGS10	No overlap: HSPC MUT unique
GGPS1	No overlap: HSPC MUT unique
CLNS1A	No overlap: HSPC MUT unique
DNAJC19	No overlap: HSPC MUT unique
MRFAP1L1	No overlap: HSPC MUT unique
SMC2	No overlap: HSPC MUT unique
PPP1R2	No overlap: HSPC MUT unique
DTNBP1	No overlap: HSPC MUT unique
CTD-3184A7.4	No overlap: HSPC MUT unique
THOC1	No overlap: HSPC MUT unique
MST4	No overlap: HSPC MUT unique
TCEAL4	No overlap: HSPC MUT unique
MPRIP	No overlap: HSPC MUT unique
TMEM126A	No overlap: HSPC MUT unique
TOPORS	No overlap: HSPC MUT unique
PHF14	No overlap: HSPC MUT unique
ARFRP1	No overlap: HSPC MUT unique
DGAT1	No overlap: HSPC MUT unique
ZFAND2A	No overlap: HSPC MUT unique
EXOSC9	No overlap: HSPC MUT unique
DBNL	No overlap: HSPC MUT unique
LYAR	No overlap: HSPC MUT unique
THAP11	No overlap: HSPC MUT unique
ZBTB44	No overlap: HSPC MUT unique
PIAS2	No overlap: HSPC MUT unique
PTGES2	No overlap: HSPC MUT unique
RAB3GAP2	No overlap: HSPC MUT unique
TMEM70	No overlap: HSPC MUT unique
TMEM41B	No overlap: HSPC MUT unique
TRIM24	No overlap: HSPC MUT unique
ATP6V1B2	No overlap: HSPC MUT unique
GSDMD	No overlap: HSPC MUT unique
MRPS33	No overlap: HSPC MUT unique
RNPC3	No overlap: HSPC MUT unique
CHP1	No overlap: HSPC MUT unique
LAMTOR3	No overlap: HSPC MUT unique
KIAA0247	No overlap: HSPC MUT unique
PAXBP1	No overlap: HSPC MUT unique
SF3B3	No overlap: HSPC MUT unique
ZNF639	No overlap: HSPC MUT unique
CCDC90B	No overlap: HSPC MUT unique
FBXL12	No overlap: HSPC MUT unique
SLU7	No overlap: HSPC MUT unique
TPRKB	No overlap: HSPC MUT unique
HIST1H2AE	No overlap: HSPC MUT unique
KIAA0907	No overlap: HSPC MUT unique
NFKBIE	No overlap: HSPC MUT unique
CRLF3	No overlap: HSPC MUT unique
TPM2	No overlap: HSPC MUT unique
MGMT	No overlap: HSPC MUT unique
PANK2	No overlap: HSPC MUT unique
PTPN2	No overlap: HSPC MUT unique
CCNT1	No overlap: HSPC MUT unique
WDR45	No overlap: HSPC MUT unique
DPF2	No overlap: HSPC MUT unique
PRKACB	No overlap: HSPC MUT unique
HCFC1	No overlap: HSPC MUT unique
SUPT5H	No overlap: HSPC MUT unique
PPM1B	No overlap: HSPC MUT unique
VRK1	No overlap: HSPC MUT unique
C16orf54	No overlap: HSPC MUT unique
HNRNPA0	No overlap: HSPC MUT unique
PGP	No overlap: HSPC MUT unique
SVIP	No overlap: HSPC MUT unique
RBM7	No overlap: HSPC MUT unique
CEP350	No overlap: HSPC MUT unique
CD2BP2	No overlap: HSPC MUT unique
DPY30	No overlap: HSPC MUT unique
ERGIC3	No overlap: HSPC MUT unique
MTRF1L	No overlap: HSPC MUT unique
MMP19	No overlap: HSPC MUT unique
FLII	No overlap: HSPC MUT unique
VASP	No overlap: HSPC MUT unique
DCUN1D5	No overlap: HSPC MUT unique
KIAA1586	No overlap: HSPC MUT unique
LSM2	No overlap: HSPC MUT unique
WDR48	No overlap: HSPC MUT unique
KIAA1430	No overlap: HSPC MUT unique
LCP2	No overlap: HSPC MUT unique
SPDYE3	No overlap: HSPC MUT unique
NBPF12	No overlap: HSPC MUT unique
MGST3	No overlap: HSPC MUT unique
CAB39	No overlap: HSPC MUT unique
KATNBL1	No overlap: HSPC MUT unique
MAFG	No overlap: HSPC MUT unique
ZNRD1	No overlap: HSPC MUT unique
NFRKB	No overlap: HSPC MUT unique
TTF2	No overlap: HSPC MUT unique
RASA4B	No overlap: HSPC MUT unique
STARD3	No overlap: HSPC MUT unique
KLHL6	No overlap: HSPC MUT unique
CMTM6	No overlap: HSPC MUT unique
PAPSS1	No overlap: HSPC MUT unique
RAD54L2	No overlap: HSPC MUT unique
POGLUT1	No overlap: HSPC MUT unique
RNF4	No overlap: HSPC MUT unique
ZC3H8	No overlap: HSPC MUT unique
NFAT5	No overlap: HSPC MUT unique
SUMF2	No overlap: HSPC MUT unique
RFWD3	No overlap: HSPC MUT unique
CEP70	No overlap: HSPC MUT unique
DOCK2	No overlap: HSPC MUT unique
FAHD2A	No overlap: HSPC MUT unique
FGD3	No overlap: HSPC MUT unique
KIAA0430	No overlap: HSPC MUT unique
ICA1	No overlap: HSPC MUT unique
RP1-241P17.4	No overlap: HSPC MUT unique
GAK	No overlap: HSPC MUT unique
SERPINB9	No overlap: HSPC MUT unique
PAXIP1-AS1	No overlap: HSPC MUT unique
RAB4A	No overlap: HSPC MUT unique
CSRP1	No overlap: HSPC MUT unique
EPB41L4A-AS1	No overlap: HSPC MUT unique
EMID1	No overlap: HSPC MUT unique
CIZ1	No overlap: HSPC MUT unique
HIST2H4B	No overlap: HSPC MUT unique
HCG18	No overlap: HSPC MUT unique
NDUFA2	No overlap: HSPC MUT unique
THAP9-AS1	No overlap: HSPC MUT unique
ECI2	No overlap: HSPC MUT unique
WDR11	No overlap: HSPC MUT unique
GNAI1	No overlap: HSPC MUT unique
DNAJB1	No overlap: HSPC MUT unique
VPS72	No overlap: HSPC MUT unique
SMG7	No overlap: HSPC MUT unique
AKR7A2	No overlap: HSPC MUT unique
LYRM7	No overlap: HSPC MUT unique
UBE2K	No overlap: HSPC MUT unique
C7orf55-LUC7L2	No overlap: HSPC MUT unique
RC3H2	No overlap: HSPC MUT unique
MYCN	No overlap: HSPC MUT unique
SUZ12	No overlap: HSPC MUT unique
P2RX4	No overlap: HSPC MUT unique
MAP7	No overlap: HSPC MUT unique
HOXB2	No overlap: HSPC MUT unique
ZNF148	No overlap: HSPC MUT unique
RNF5	No overlap: HSPC MUT unique
RFC1	No overlap: HSPC MUT unique
PIN4	No overlap: HSPC MUT unique
HSD17B11	No overlap: HSPC MUT unique
CD9	No overlap: HSPC MUT unique
TLE4	No overlap: HSPC MUT unique
ISG20	No overlap: HSPC MUT unique
USP36	No overlap: HSPC MUT unique
CNTRL	No overlap: HSPC MUT unique
ZNF395	No overlap: HSPC MUT unique
NECAB1	No overlap: HSPC MUT unique
CEP95	No overlap: HSPC MUT unique
ERLIN1	No overlap: HSPC MUT unique
DENND4C	No overlap: HSPC MUT unique
PSTPIP2	No overlap: HSPC MUT unique
ZNF333	No overlap: HSPC MUT unique
NAA10	No overlap: HSPC MUT unique
RRN3	No overlap: HSPC MUT unique
SEL1L	No overlap: HSPC MUT unique
STK10	No overlap: HSPC MUT unique
MED28	No overlap: HSPC MUT unique
ERLEC1	No overlap: HSPC MUT unique
NPIPA1	No overlap: HSPC MUT unique
TMEM134	No overlap: HSPC MUT unique
MAP4K5	No overlap: HSPC MUT unique
CCDC53	No overlap: HSPC MUT unique
PSMD5-AS1	No overlap: HSPC MUT unique
ARID1A	No overlap: HSPC MUT unique
VPS35	No overlap: HSPC MUT unique
NSMCE1	No overlap: HSPC MUT unique
TMEM80	No overlap: HSPC MUT unique
GATAD1	No overlap: HSPC MUT unique
BAG4	No overlap: HSPC MUT unique
HAX1	No overlap: HSPC MUT unique
UBN1	No overlap: HSPC MUT unique
TM4SF1	No overlap: HSPC MUT unique
ISCA1	No overlap: HSPC MUT unique
ACYP1	No overlap: HSPC MUT unique
SLX1B	No overlap: HSPC MUT unique
USP1	No overlap: HSPC MUT unique
PTPN4	No overlap: HSPC MUT unique
NSUN5	No overlap: HSPC MUT unique
EIF4G3	No overlap: HSPC MUT unique
TPRA1	No overlap: HSPC MUT unique
LTBP4	No overlap: HSPC MUT unique
PLXND1	No overlap: HSPC MUT unique
IL6ST	No overlap: HSPC MUT unique
RB1	No overlap: HSPC MUT unique
PHF20	No overlap: HSPC MUT unique
NUDT21	No overlap: HSPC MUT unique
ZBED5	No overlap: HSPC MUT unique
TANK	No overlap: HSPC MUT unique
NBPF16	No overlap: HSPC MUT unique
FAM195A	No overlap: HSPC MUT unique
ORAI2	No overlap: HSPC MUT unique
INTS3	No overlap: HSPC MUT unique
MRPL9	No overlap: HSPC MUT unique
KATNB1	No overlap: HSPC MUT unique
ARL2BP	No overlap: HSPC MUT unique
FBRSL1	No overlap: HSPC MUT unique
PTPLAD2	No overlap: HSPC MUT unique
FOPNL	No overlap: HSPC MUT unique
AKIRIN2	No overlap: HSPC MUT unique
CCDC171	No overlap: HSPC MUT unique
UBXN7	No overlap: HSPC MUT unique
LINC00667	No overlap: HSPC MUT unique
STYXL1	No overlap: HSPC MUT unique
PNPT1	No overlap: HSPC MUT unique
PCMTD2	No overlap: HSPC MUT unique
PRKD3	No overlap: HSPC MUT unique
HSF1	No overlap: HSPC MUT unique
ZNF791	No overlap: HSPC MUT unique
WDR75	No overlap: HSPC MUT unique
RALA	No overlap: HSPC MUT unique
DIMT1	No overlap: HSPC MUT unique
VAV1	No overlap: HSPC MUT unique
PJA2	No overlap: HSPC MUT unique
MEAF6	No overlap: HSPC MUT unique
POLD4	No overlap: HSPC MUT unique
G3BP1	No overlap: HSPC MUT unique
MDN1	No overlap: HSPC MUT unique
MTL5	No overlap: HSPC MUT unique
AKAP8	No overlap: HSPC MUT unique
GADD45B	No overlap: HSPC MUT unique
VHL	No overlap: HSPC MUT unique
MOAP1	No overlap: HSPC MUT unique
NLRP1	No overlap: HSPC MUT unique
TUBB2B	No overlap: HSPC MUT unique
SAMD4B	No overlap: HSPC MUT unique
PDLIM2	No overlap: HSPC MUT unique
AKAP17A	No overlap: HSPC MUT unique
RP1-257A7.5	No overlap: HSPC MUT unique
ACOT1	No overlap: HSPC MUT unique
TYK2	No overlap: HSPC MUT unique
LMO4	No overlap: HSPC MUT unique
MOB4	No overlap: HSPC MUT unique
NIT2	No overlap: HSPC MUT unique
ORAI1	No overlap: HSPC MUT unique
SLC18A2	No overlap: HSPC MUT unique
KIAA0368	No overlap: HSPC MUT unique
GOPC	No overlap: HSPC MUT unique
WIBG	No overlap: HSPC MUT unique
ERCC-00092	No overlap: HSPC MUT unique
C1orf123	No overlap: HSPC MUT unique
AIP	No overlap: HSPC MUT unique
LEPRE1	No overlap: HSPC MUT unique
PCED1A	No overlap: HSPC MUT unique
WDR60	No overlap: HSPC MUT unique
FAM212A	No overlap: HSPC MUT unique
GPAA1	No overlap: HSPC MUT unique
ZBTB16	No overlap: HSPC MUT unique
HSD17B8	No overlap: HSPC MUT unique
NRDE2	No overlap: HSPC MUT unique
UBXN2A	No overlap: HSPC MUT unique
ZNF146	No overlap: HSPC MUT unique
TMA16	No overlap: HSPC MUT unique
ABHD10	No overlap: HSPC MUT unique
CEBPB	No overlap: HSPC MUT unique
ATP5EP2	No overlap: HSPC MUT unique
GTF2H5	No overlap: HSPC MUT unique
CARHSP1	No overlap: HSPC MUT unique
MAP4K1	No overlap: HSPC MUT unique
CCPG1	No overlap: HSPC MUT unique
MED15	No overlap: HSPC MUT unique
BRD9	No overlap: HSPC MUT unique
TEX264	No overlap: HSPC MUT unique
SPIN1	No overlap: HSPC MUT unique
RAB34	No overlap: HSPC MUT unique
SCOC	No overlap: HSPC MUT unique
ALKBH5	No overlap: HSPC MUT unique
YLPM1	No overlap: HSPC MUT unique
RUNX3	No overlap: HSPC MUT unique
PMPCB	No overlap: HSPC MUT unique
COG4	No overlap: HSPC MUT unique
FOXO1	No overlap: HSPC MUT unique
TSPYL2	No overlap: HSPC MUT unique
MARCH7	No overlap: HSPC MUT unique
ABHD14A	No overlap: HSPC MUT unique
MRPS14	No overlap: HSPC MUT unique
UBAP1	No overlap: HSPC MUT unique
UBL7	No overlap: HSPC MUT unique
ARMC10	No overlap: HSPC MUT unique
EXOSC3	No overlap: HSPC MUT unique
NFE2L2	No overlap: HSPC MUT unique
YRDC	No overlap: HSPC MUT unique
ARL14EP	No overlap: HSPC MUT unique
C11orf48	No overlap: HSPC MUT unique
NHLRC3	No overlap: HSPC MUT unique
ARHGEF7	No overlap: HSPC MUT unique
SLC48A1	No overlap: HSPC MUT unique
VEZF1	No overlap: HSPC MUT unique
TTC37	No overlap: HSPC MUT unique
PTRF	No overlap: HSPC MUT unique
RPS10P7	No overlap: HSPC MUT unique
MGAT4B	No overlap: HSPC MUT unique
GATAD2B	No overlap: HSPC MUT unique
VPS13B	No overlap: HSPC MUT unique
IBTK	No overlap: HSPC MUT unique
DIP2A	No overlap: HSPC MUT unique
RNF11	No overlap: HSPC MUT unique
CNPY2	No overlap: HSPC MUT unique
AMZ2	No overlap: HSPC MUT unique
NSD1	No overlap: HSPC MUT unique
NPIPB3	No overlap: HSPC MUT unique
FAM178A	No overlap: HSPC MUT unique
ARMCX3	No overlap: HSPC MUT unique
EXOC4	No overlap: HSPC MUT unique
TMEM91	No overlap: HSPC MUT unique
RREB1	No overlap: HSPC MUT unique
PDAP1	No overlap: HSPC MUT unique
TRAM1	No overlap: HSPC MUT unique
ZCCHC8	No overlap: HSPC MUT unique
CRTAP	No overlap: HSPC MUT unique
ASNA1	No overlap: HSPC MUT unique
RBM19	No overlap: HSPC MUT unique
LTA4H	No overlap: HSPC MUT unique
R3HDM2	No overlap: HSPC MUT unique
ALS2	No overlap: HSPC MUT unique
LGALS9	No overlap: HSPC MUT unique
ERCC-00108	No overlap: HSPC MUT unique
SIPA1	No overlap: HSPC MUT unique
GSTM3	No overlap: HSPC MUT unique
RNF40	No overlap: HSPC MUT unique
COASY	No overlap: HSPC MUT unique
ADNP	No overlap: HSPC MUT unique
PPM1F	No overlap: HSPC MUT unique
RABL6	No overlap: HSPC MUT unique
BTBD1	No overlap: HSPC MUT unique
DHPS	No overlap: HSPC MUT unique
ING3	No overlap: HSPC MUT unique
PRELID1	No overlap: HSPC MUT unique
SWAP70	No overlap: HSPC MUT unique
FAM134A	No overlap: HSPC MUT unique
TLK2	No overlap: HSPC MUT unique
FOXK1	No overlap: HSPC MUT unique
CREB1	No overlap: HSPC MUT unique
UHRF2	No overlap: HSPC MUT unique
PPWD1	No overlap: HSPC MUT unique
SEC16A	No overlap: HSPC MUT unique
ACCS	No overlap: HSPC MUT unique
HDAC3	No overlap: HSPC MUT unique
CPNE8	No overlap: HSPC MUT unique
MRPL43	No overlap: HSPC MUT unique
VPS4A	No overlap: HSPC MUT unique
SLC39A1	No overlap: HSPC MUT unique
APMAP	No overlap: HSPC MUT unique
RCN1	No overlap: HSPC MUT unique
UTP6	No overlap: HSPC MUT unique
PDHB	No overlap: HSPC MUT unique
ABI2	No overlap: HSPC MUT unique
FBXW5	No overlap: HSPC MUT unique
SLC38A10	No overlap: HSPC MUT unique
DCTN2	No overlap: HSPC MUT unique
VRK3	No overlap: HSPC MUT unique
FAM89B	No overlap: HSPC MUT unique
NUDT4	No overlap: HSPC MUT unique
NTPCR	No overlap: HSPC MUT unique
BLOC1S1	No overlap: HSPC MUT unique
ARSD	No overlap: HSPC MUT unique
WDR37	No overlap: HSPC MUT unique
MITD1	No overlap: HSPC MUT unique
PGAM1	No overlap: HSPC MUT unique
SP3	No overlap: HSPC MUT unique
FBXL5	No overlap: HSPC MUT unique
ARRDC2	No overlap: HSPC MUT unique
MCCC1	No overlap: HSPC MUT unique
UBE2H	No overlap: HSPC MUT unique
XXbac-BPG299F13.17	No overlap: HSPC MUT unique
CCT5	No overlap: HSPC MUT unique
ATXN7L3B	No overlap: HSPC MUT unique
BTK	No overlap: HSPC MUT unique
API5	No overlap: HSPC MUT unique
CAPN2	No overlap: HSPC MUT unique
RPA2	No overlap: HSPC MUT unique
ARHGAP1	No overlap: HSPC MUT unique
TIMM10	No overlap: HSPC MUT unique
MESDC2	No overlap: HSPC MUT unique
HNRNPAB	No overlap: HSPC MUT unique
PIM2	No overlap: HSPC MUT unique
GGCT	No overlap: HSPC MUT unique
CASP4	No overlap: HSPC MUT unique
TBRG4	No overlap: HSPC MUT unique
HENMT1	No overlap: HSPC MUT unique
SMARCB1	No overlap: HSPC MUT unique
PDCD7	No overlap: HSPC MUT unique
CUTC	No overlap: HSPC MUT unique
HEXIM1	No overlap: HSPC MUT unique
UBE2Z	No overlap: HSPC MUT unique
ATP6V0A1	No overlap: HSPC MUT unique
NR1H2	No overlap: HSPC MUT unique
NUB1	No overlap: HSPC MUT unique
P2RY8	No overlap: HSPC MUT unique
ATF7IP	No overlap: HSPC MUT unique
RPA3	No overlap: HSPC MUT unique
SMIM11	No overlap: HSPC MUT unique
CD151	No overlap: HSPC MUT unique
ADAM8	No overlap: HSPC MUT unique
POLR2A	No overlap: HSPC MUT unique
MPI	No overlap: HSPC MUT unique
GLIPR2	No overlap: HSPC MUT unique
DAXX	No overlap: HSPC MUT unique
NSA2	No overlap: HSPC MUT unique
GOT2	No overlap: HSPC MUT unique
RPA1	No overlap: HSPC MUT unique
SND1	No overlap: HSPC MUT unique
GMPR2	No overlap: HSPC MUT unique
CDKN2AIPNL	No overlap: HSPC MUT unique
CDK2AP1	No overlap: HSPC MUT unique
TIMP3	No overlap: HSPC MUT unique
RBM28	No overlap: HSPC MUT unique
IRF3	No overlap: HSPC MUT unique
MRPS6	No overlap: HSPC MUT unique
ARID5A	No overlap: HSPC MUT unique
TMEM106C	No overlap: HSPC MUT unique
AAMDC	No overlap: HSPC MUT unique
ERI3	No overlap: HSPC MUT unique
SNORD3A	No overlap: HSPC MUT unique
PRPS2	No overlap: HSPC MUT unique
RGL2	No overlap: HSPC MUT unique
FUBP3	No overlap: HSPC MUT unique
ARRDC1	No overlap: HSPC MUT unique
CHMP1A	No overlap: HSPC MUT unique
SRPR	No overlap: HSPC MUT unique
SRA1	No overlap: HSPC MUT unique
MBP	No overlap: HSPC MUT unique
EGLN2	No overlap: HSPC MUT unique
B3GNTL1	No overlap: HSPC MUT unique
SUGP2	No overlap: HSPC MUT unique
RNF13	No overlap: HSPC MUT unique
EIF2B4	No overlap: HSPC MUT unique
DPH7	No overlap: HSPC MUT unique
BRAT1	No overlap: HSPC MUT unique
PDE6D	No overlap: HSPC MUT unique
ZNF362	No overlap: HSPC MUT unique
LAMP1	No overlap: HSPC MUT unique
MCTP1	No overlap: HSPC MUT unique
RNF34	No overlap: HSPC MUT unique
TMUB2	No overlap: HSPC MUT unique
PRKAG1	No overlap: HSPC MUT unique
TMEM50B	No overlap: HSPC MUT unique
ERO1L	No overlap: HSPC MUT unique
MRPL45	No overlap: HSPC MUT unique
WDR46	No overlap: HSPC MUT unique
PPP1R11	No overlap: HSPC MUT unique
SNRPA	No overlap: HSPC MUT unique
ESYT1	No overlap: HSPC MUT unique
ACADS	No overlap: HSPC MUT unique
CETN2	No overlap: HSPC MUT unique
RRAS	No overlap: HSPC MUT unique
IGBP1	No overlap: HSPC MUT unique
IFT20	No overlap: HSPC MUT unique
MRPL24	No overlap: HSPC MUT unique
NPRL2	No overlap: HSPC MUT unique
TINF2	No overlap: HSPC MUT unique
MRPL46	No overlap: HSPC MUT unique
RIC8A	No overlap: HSPC MUT unique
HIST1H2BC	No overlap: HSPC MUT unique
SNORD3D	No overlap: HSPC MUT unique
ELAC2	No overlap: HSPC MUT unique
