"gene"	"Mean_pre-TP53-sAML"	"Mean_CP-TP53-MPN"	"log2fc"	"ExpressingCells_pre-TP53-sAML"	"nCells_pre-TP53-sAML"	"nCells_CP-TP53-MPN"	"ExpressingCells_CP-TP53-MPN"	"ExpressingFraction_pre-TP53-sAML"	"ExpressingFraction_CP-TP53-MPN"	"chisq.test.p"	"fisher.test.p"	"wilcoxon"	"combined.fisher"	"p.adjusted"	"class"	"Name"
"ZNF737"	0.235305097362679	0.0657164426270773	-0.169588654735602	296	273	32	9	0.108108108108108	0.032967032967033	0.000964308462174569	0.000535317982575479	0.000523011777901825	4.50443551070693e-06	3.40840283286877e-05	"NA"	NA
"SOS1"	0.787815715319667	0.364817596031933	-0.422998119287734	296	273	63	29	0.212837837837838	0.106227106227106	0.000847096939763792	0.000594883834554616	0.000471987975955073	4.51651135655719e-06	3.41621417780414e-05	"NA"	NA
"CLTC"	1.17572828588044	1.83192466014611	0.65619637426567	296	273	101	131	0.341216216216216	0.47985347985348	0.0010503825854021	0.000867070875052289	0.000324795508197946	4.52922294213716e-06	3.42450013918299e-05	"NA"	NA
"MLXIP"	1.42978325109864	2.11826779302494	0.688484541926294	296	273	107	138	0.361486486486487	0.505494505494505	0.000721821461010567	0.000686585442153691	0.000411071536478327	4.53849824187604e-06	3.43011330518614e-05	"NA"	NA
"RGS1"	0.132868808463093	0.453062603451138	0.320193794988046	296	273	11	31	0.0371621621621622	0.113553113553114	0.000896100370556572	0.000609515521772167	0.000463230779275728	4.54016638999602e-06	3.43011330518614e-05	"NA"	NA
"SNRK"	0.351731027731438	0.69011292000324	0.338381892271802	296	273	28	54	0.0945945945945946	0.197802197802198	0.000718043430090025	0.000503305064268221	0.000563574621404384	4.55982200898383e-06	3.4435105093289e-05	"NA"	NA
"RFX5"	0.67677184080928	0.327019579075995	-0.349752261733285	296	273	69	33	0.233108108108108	0.120879120879121	0.000731642591804935	0.000646335157617501	0.00043902421836174	4.56143245181984e-06	3.4435105093289e-05	"NA"	NA
"C18orf54"	0.307462254057804	0.135969917751383	-0.171492336306421	296	273	34	10	0.114864864864865	0.0366300366300366	0.000858088405630538	0.000462028419698734	0.000618136780112764	4.58916435456511e-06	3.46310459152858e-05	"NA"	NA
"ARHGAP17"	0.399490834833295	0.88440377436136	0.484912939528065	296	273	39	66	0.131756756756757	0.241758241758242	0.00107109672256189	0.000784654418970113	0.000365313972649084	4.60496139520467e-06	3.4736806313982e-05	"NA"	NA
"MOB3C"	0.246376298955005	0.0327931305485019	-0.213583168406503	296	273	20	3	0.0675675675675676	0.010989010989011	0.00132503676910226	0.000474457712794825	0.000605181994879802	4.61231334520617e-06	3.47788053093844e-05	"NA"	NA
"CMTM8"	0.28182420010751	0.0423947148012535	-0.239429485306256	296	273	20	3	0.0675675675675676	0.010989010989011	0.00132503676910226	0.000474457712794825	0.000615266499912413	4.68434673025985e-06	3.53083087649749e-05	"NA"	NA
"FAM50B"	0.405328000775289	0.1311269432583	-0.274201057516989	296	273	32	9	0.108108108108108	0.032967032967033	0.000964308462174569	0.000535317982575479	0.000552575576572426	4.74278840577891e-06	3.57349948223589e-05	"NA"	NA
"KIAA0232"	0.464240352229346	0.730655307598035	0.266414955368689	296	273	33	61	0.111486486486486	0.223443223443223	0.000501908738317808	0.000421744819476515	0.000706475942558648	4.77508664815555e-06	3.59644470424451e-05	"NA"	NA
"PDIA5"	0.692764193435077	0.293064280758441	-0.399699912676636	296	273	56	24	0.189189189189189	0.0879120879120879	0.000803976430156968	0.00065531189608209	0.000456169361119409	4.7898204595659e-06	3.60614833518187e-05	"NA"	NA
"ZNF395"	0.600702915860486	0.961402412907629	0.360699497047143	296	273	48	78	0.162162162162162	0.285714285714286	0.000571026887448808	0.000405681421071361	0.00074102846654521	4.81517869438173e-06	3.62384027455169e-05	"NA"	NA
"PLAA"	0.348006957789235	0.666030762910804	0.318023805121569	296	273	28	54	0.0945945945945946	0.197802197802198	0.000718043430090025	0.000503305064268221	0.000597633605968513	4.81773970224594e-06	3.6243682854565e-05	"NA"	NA
"LATS2"	0.215962021361659	0.487046401499213	0.271084380137554	296	273	21	45	0.0709459459459459	0.164835164835165	0.000770621088380249	0.000583959122364052	0.000518031736422754	4.84352380613583e-06	3.64235980050924e-05	"NA"	NA
"PPP1R15B"	0.268870491112726	0.748576896480809	0.479706405368084	296	273	36	62	0.121621621621622	0.227106227106227	0.00129020199614031	0.00119269373323326	0.000256785289656821	4.89989519056092e-06	3.68333039160869e-05	"NA"	NA
"FOPNL"	1.35526424136442	0.693693488140556	-0.661570753223865	296	273	98	57	0.331081081081081	0.208791208791209	0.00147670197959418	0.00131534802445097	0.000233663989454136	4.91614090655278e-06	3.69411790865562e-05	"NA"	NA
"RP11-91I20.4"	0.0875474149840007	0.291898852319539	0.204351437335538	296	273	13	34	0.0439189189189189	0.124542124542125	0.000844273107440272	0.000655981081028395	0.000469949805862358	4.93006584313789e-06	3.70315388880323e-05	"NA"	NA
"RP11-231I16.1"	0.136366509340881	0.0298000762224176	-0.106566433118464	296	273	20	3	0.0675675675675676	0.010989010989011	0.00132503676910226	0.000474457712794825	0.000653596176742611	4.95742980600067e-06	3.72227356620051e-05	"NA"	NA
"MCCC2"	0.652582297272419	0.240578180787237	-0.412004116485183	296	273	57	25	0.192567567567568	0.0915750915750916	0.00094155822165295	0.000750747806157621	0.000417459626201789	5.00691448873673e-06	3.7579814098751e-05	"NA"	NA
"TRAPPC12"	0.52831696080044	0.254387986311827	-0.273928974488613	296	273	53	22	0.179054054054054	0.0805860805860806	0.000823382877580645	0.000496760340832038	0.00063224644346223	5.01691848898338e-06	3.76404061536813e-05	"NA"	NA
"DHX33"	0.772656556577971	0.336048919751614	-0.436607636826357	296	273	64	30	0.216216216216216	0.10989010989011	0.000970134838858206	0.000671796157141763	0.00046816848058886	5.02348902366079e-06	3.76752012501717e-05	"NA"	NA
"SNHG10"	1.10665104986185	0.550285284542326	-0.556365765319526	296	273	86	47	0.290540540540541	0.172161172161172	0.00121948425190386	0.0010299866617444	0.000305510670073266	5.02585652954935e-06	3.7678459797683e-05	"NA"	NA
"TWISTNB"	2.39065566130118	2.96321640625008	0.572560744948897	296	273	146	180	0.493243243243243	0.659340659340659	8.9737667919209e-05	6.69037208958902e-05	0.00471446875419393	5.03698843201276e-06	3.77473965846954e-05	"NA"	NA
"ARID2"	1.08858262224492	1.50467625650374	0.416093634258816	296	273	92	126	0.310810810810811	0.461538461538462	0.000307941542421679	0.000281060131689527	0.00112270946816894	5.03898485843285e-06	3.77478450655546e-05	"NA"	NA
"IDI1"	1.43803504701725	2.07983656903041	0.64180152201316	296	273	98	130	0.331081081081081	0.476190476190476	0.000574788790919898	0.000450150513672673	0.000703470709826551	5.05573059626836e-06	3.78587402160826e-05	"NA"	NA
"C18orf21"	0.54550676215309	0.984329516690314	0.438822754537224	296	273	36	64	0.121621621621622	0.234432234432234	0.000621677166260643	0.000583928515265839	0.000543370992807661	5.06504020367848e-06	3.79138877304535e-05	"NA"	NA
"AP2A1"	0.143051334088279	0.39913894451079	0.256087610422512	296	273	13	34	0.0439189189189189	0.124542124542125	0.000844273107440272	0.000655981081028395	0.000489142846626165	5.11856884308393e-06	3.82998632972714e-05	"NA"	NA
"CIRH1A"	1.25853775346405	0.657034552649728	-0.601503200814325	296	273	91	51	0.307432432432432	0.186813186813187	0.0012614588798335	0.000965610527819884	0.000334037196721185	5.143704841605e-06	3.84731752772696e-05	"NA"	NA
"GAPVD1"	0.791739526450093	1.45086728593109	0.659127759480992	296	273	91	119	0.307432432432432	0.435897435897436	0.00203125855342427	0.0017364121511418	0.00018586711675636	5.14657589836525e-06	3.84798839320811e-05	"NA"	NA
"SLC44A1"	0.839832625719908	0.455120101377915	-0.384712524341993	296	273	78	40	0.263513513513513	0.146520146520147	0.00085182876175507	0.000619666844566818	0.000538136948587427	5.30668060161473e-06	3.9661740140596e-05	"NA"	NA
"DNM1L"	1.34062281224623	2.11143366581303	0.770810853566807	296	273	119	145	0.402027027027027	0.531135531135531	0.00269015606981552	0.00243525218241977	0.00013838575101286	5.35943526520212e-06	4.00406715942199e-05	"NA"	NA
"ASB14"	0.0801947189463122	0.352020166009224	0.271825447062911	296	273	8	26	0.027027027027027	0.0952380952380952	0.00114426732325058	0.000635296042538383	0.000530961994013869	5.36411249949391e-06	4.00602608582894e-05	"NA"	NA
"DHRS4-AS1"	0.285140474809231	0.0448255774105621	-0.240314897398668	296	273	22	4	0.0743243243243243	0.0146520146520147	0.00135301703394733	0.000515672657694254	0.000658939955885832	5.40105000819573e-06	4.03206690002877e-05	"NA"	NA
"CACNB3"	0.280810396945559	0.112700799818659	-0.168109597126901	296	273	32	9	0.108108108108108	0.032967032967033	0.000964308462174569	0.000535317982575479	0.000637417507397815	5.42225345563273e-06	4.04634626176084e-05	"NA"	NA
"ADAM10"	0.609747611431048	0.241569550200279	-0.36817806123077	296	273	61	28	0.206081081081081	0.102564102564103	0.00103591290733747	0.000759137244658519	0.00045008421806268	5.42902306258652e-06	4.04984759035348e-05	"NA"	NA
"GPR89A"	1.11676067698223	0.52481744595565	-0.591943231026583	296	273	87	48	0.293918918918919	0.175824175824176	0.00132896141440533	0.00109873696252408	0.00031268925436924	5.45712232866518e-06	4.06925127889601e-05	"NA"	NA
"ZNF274"	0.585160854575797	0.927046830489711	0.341885975913914	296	273	45	75	0.152027027027027	0.274725274725275	0.000498649652062676	0.000441810057372485	0.000778026540222496	5.45975239858858e-06	4.06965559285998e-05	"NA"	NA
"AP1S2"	1.16134733815713	0.640031387366243	-0.52131595079089	296	273	88	48	0.297297297297297	0.175824175824176	0.000980995691186808	0.00079519996728235	0.000434977444362488	5.49180594030539e-06	4.09092919988576e-05	"NA"	NA
"TSPYL5"	0.327089083501428	0.0381435478600853	-0.288945535641343	296	273	28	7	0.0945945945945946	0.0256410256410256	0.00117265890518647	0.000697181658770138	0.000496197846239368	5.49249010676228e-06	4.09092919988576e-05	"NA"	NA
"DTNBP1"	1.15879249126608	0.576316959734919	-0.582475531531166	296	273	85	46	0.287162162162162	0.168498168498169	0.00111613783243625	0.000964108300770119	0.000363756086453916	5.56327537243218e-06	4.14206889073522e-05	"NA"	NA
"LCMT2"	0.141670836797568	0.00536624228671416	-0.136304594510853	296	273	15	1	0.0506756756756757	0.00366300366300366	0.00171717143684336	0.000510334953520471	0.000687521947771187	5.56574589938391e-06	4.14232604317645e-05	"NA"	NA
"MAPK14"	1.24552557901452	1.94910987049394	0.703584291479414	296	273	114	141	0.385135135135135	0.516483516483517	0.0021899404387075	0.00180643165162898	0.00019446284476773	5.57194876392133e-06	4.14535974451735e-05	"NA"	NA
"GIMAP6"	0.171601835890463	0.00846670122571532	-0.163135134664747	296	273	15	1	0.0506756756756757	0.00366300366300366	0.00171717143684336	0.000510334953520471	0.000692010764365692	5.59978627730771e-06	4.16210854779637e-05	"NA"	NA
"MIR503HG"	0.185112517781193	0.00849902404987827	-0.176613493731315	296	273	15	1	0.0506756756756757	0.00366300366300366	0.00171717143684336	0.000510334953520471	0.000692010764365692	5.59978627730771e-06	4.16210854779637e-05	"NA"	NA
"RAB4B"	0.890188425986974	0.481649144215812	-0.408539281771161	296	273	77	39	0.260135135135135	0.142857142857143	0.000765448874637708	0.00056634652921591	0.000623699510408046	5.60086739219674e-06	4.16210854779637e-05	"NA"	NA
"CLPTM1L"	0.94556330728953	0.571293672121281	-0.374269635168249	296	273	87	46	0.293918918918919	0.168498168498169	0.000597911096047762	0.000495688969166571	0.00071304894132558	5.60414223753369e-06	4.16295504931428e-05	"NA"	NA
"PPP1R15A"	1.65959118182434	2.43707993078984	0.777488748965501	296	273	140	164	0.472972972972973	0.600732600732601	0.00299628301834953	0.00247509759378728	0.000142926729267495	5.60870436888288e-06	4.164756783172e-05	"NA"	NA
"PDZD11"	0.6467346893759	0.241276899383569	-0.405457789992331	296	273	45	17	0.152027027027027	0.0622710622710623	0.000973293123045902	0.000673089978616874	0.000532800076885022	5.68093582327812e-06	4.21678602693592e-05	"NA"	NA
"GRPEL1"	0.833354368568829	0.3945749019038	-0.438779466665029	296	273	64	30	0.216216216216216	0.10989010989011	0.000970134838858206	0.000671796157141763	0.00053454333516049	5.68808538745416e-06	4.22048573933219e-05	"NA"	NA
"EIF2B1"	2.11218499460908	1.33556022580413	-0.77662476880495	296	273	144	97	0.486486486486487	0.355311355311355	0.00207874156823365	0.00168808569058071	0.000214310188697532	5.72769446076012e-06	4.24825800719696e-05	"NA"	NA
"MPHOSPH6"	0.772332986449697	0.256506758081633	-0.515826228368065	296	273	56	25	0.189189189189189	0.0915750915750916	0.00133127790531736	0.00109237650709602	0.000331635001274844	5.73505568223182e-06	4.25209986147062e-05	"NA"	NA
"MOAP1"	0.726531446019833	1.17316905698569	0.446637610965858	296	273	51	81	0.172297297297297	0.296703296703297	0.000642651677314419	0.000492460976272813	0.000743408435208336	5.79182826646283e-06	4.29255956539519e-05	"NA"	NA
"IMMT"	1.25330483314726	0.625590583842595	-0.627714249304662	296	273	88	49	0.297297297297297	0.179487179487179	0.00144468940054607	0.00117039519976528	0.000312960733700638	5.79461587851144e-06	4.29299326126739e-05	"NA"	NA
"TRAPPC12-AS1"	0.0686815128549983	0.00673542085512229	-0.061946091999876	296	273	15	1	0.0506756756756757	0.00366300366300366	0.00171717143684336	0.000510334953520471	0.000724203310617975	5.8434846673109e-06	4.32755331060882e-05	"NA"	NA
"MRPL3"	1.23969405178418	0.635174401309238	-0.604519650474943	296	273	88	49	0.297297297297297	0.179487179487179	0.00144468940054607	0.00117039519976528	0.000317917604749579	5.8805474870937e-06	4.35334719401559e-05	"NA"	NA
"AC097461.4"	0.000661715251499214	0.138205521534373	0.137543806282874	296	273	1	13	0.00337837837837838	0.0476190476190476	0.00173370170060629	0.00057711014402569	0.000646478576309233	5.89535184210904e-06	4.36264989014387e-05	"NA"	NA
"PSMD6"	1.71052840396029	2.3123200114082	0.601791607447909	296	273	115	148	0.388513513513513	0.542124542124542	0.000333805058772596	0.00029076478358385	0.00129497380407769	5.94630380333759e-06	4.39868515122036e-05	"NA"	NA
"TNFRSF12A"	0.155190295943101	0.334741551979022	0.179551256035921	296	273	15	37	0.0506756756756757	0.135531135531136	0.000769151257695627	0.000679366463917703	0.000554735717971807	5.95127481803214e-06	4.40069228957065e-05	"NA"	NA
"CSF2RB"	0.412993383139563	0.812139454307789	0.399146071168225	296	273	37	64	0.125	0.234432234432234	0.000955671199363642	0.000662865312123487	0.000571413616332557	5.97939466333525e-06	4.4183449920614e-05	"NA"	NA
"UNC5C"	0.143502342754635	0	-0.143502342754635	296	273	12	0	0.0405405405405405	0	0.00213748052503526	0.000483037863840125	0.000784499430099095	5.98194768830804e-06	4.4183449920614e-05	"NA"	NA
"SSPN"	0.171922433015208	0	-0.171922433015208	296	273	12	0	0.0405405405405405	0	0.00213748052503526	0.000483037863840125	0.000784499430099095	5.98194768830804e-06	4.4183449920614e-05	"NA"	NA
"EGFL7"	2.32875161666042	1.75470447001789	-0.574047146642538	296	273	184	129	0.621621621621622	0.472527472527473	0.000488157437614477	0.000395776186905382	0.000958331577716791	5.98700265980368e-06	4.42040363048838e-05	"NA"	NA
"COQ7"	0.571153996261733	0.266971655978858	-0.304182340282876	296	273	56	24	0.189189189189189	0.0879120879120879	0.000803976430156968	0.00065531189608209	0.000584866731957362	6.04590450933859e-06	4.46220260113699e-05	"NA"	NA
"CYFIP1"	0.819306871346747	0.473081476000712	-0.346225395346034	296	273	84	44	0.283783783783784	0.161172161172161	0.000676587305400555	0.000600912198208853	0.000640562512921804	6.07030404940023e-06	4.47851500873994e-05	"NA"	NA
"PROSER1"	0.251201299919955	0.6974928254581	0.446291525538145	296	273	30	55	0.101351351351351	0.201465201465201	0.00124128672557384	0.000932727481575856	0.000413170438583151	6.0770034814006e-06	4.48176132650248e-05	"NA"	NA
"AC023632.1"	0.00802355688792467	0.175394342608972	0.167370785721047	296	273	1	13	0.00337837837837838	0.0476190476190476	0.00173370170060629	0.00057711014402569	0.000669398641373707	6.09090478735101e-06	4.49031452780053e-05	"NA"	NA
"C5orf56"	1.12267530178493	0.517692662315565	-0.604982639469368	296	273	80	43	0.27027027027027	0.157509157509158	0.00156357522476762	0.00110960870999934	0.000348836097043892	6.10205026000363e-06	4.49683038442309e-05	"NA"	NA
"STK4"	2.64251226921276	3.28915761798737	0.646645348774606	296	273	167	197	0.564189189189189	0.721611721611722	0.000133279764788997	0.000115686683288376	0.00335026756357535	6.10957651680327e-06	4.50067518766173e-05	"NA"	NA
"TLE3"	0.77572445601645	1.37150799011126	0.595783534094812	296	273	102	128	0.344594594594595	0.468864468864469	0.00336495600583186	0.00278268844603904	0.000139571419691152	6.12142229885506e-06	4.50616115172081e-05	"NA"	NA
"C2orf68"	2.10006969847959	1.68384324072238	-0.416226457757208	296	273	173	115	0.584459459459459	0.421245421245421	0.0001409727668658	0.000112181724681628	0.00346223071759386	6.1216472038563e-06	4.50616115172081e-05	"NA"	NA
"MAF1"	1.63410957274504	1.11602615419956	-0.51808341854548	296	273	139	89	0.469594594594595	0.326007326007326	0.000658680899605622	0.000602202348050921	0.000645244956920991	6.12414203653379e-06	4.50629583148798e-05	"NA"	NA
"ZDHHC9"	0.566513244440952	0.231343145686467	-0.335170098754484	296	273	48	19	0.162162162162162	0.0695970695970696	0.000993681470984414	0.000651158987874006	0.000597170057456638	6.12834318117218e-06	4.5076854825437e-05	"NA"	NA
"ERCC-00145"	1.0053707581266	1.50017408384968	0.494803325723081	296	273	59	90	0.199324324324324	0.32967032967033	0.000586617167024271	0.000565523092126705	0.000689327343783311	6.14277553627996e-06	4.5165967843519e-05	"NA"	NA
"ELP4"	0.313957646641286	0.102949960627195	-0.211007686014091	296	273	30	8	0.101351351351351	0.0293040293040293	0.00107102023126102	0.00061449406398679	0.000637353173592421	6.16961840051789e-06	4.53462299633841e-05	"NA"	NA
"MAP7D2"	0.00997037844169416	0.153071834981835	0.143101456540141	296	273	1	13	0.00337837837837838	0.0476190476190476	0.00173370170060629	0.00057711014402569	0.000683510992466164	6.21108441689498e-06	4.56337947433535e-05	"NA"	NA
"ILKAP"	1.0629981988245	1.53385785515071	0.470859656326208	296	273	79	112	0.266891891891892	0.41025641025641	0.000416974694176113	0.000368599628969021	0.00107343380520494	6.22886852416263e-06	4.57472137426443e-05	"NA"	NA
"SIRT2"	1.34087070518203	0.734852885328158	-0.606017819853875	296	273	100	58	0.337837837837838	0.212454212454212	0.00118406791787449	0.00101361573155485	0.000397482977556072	6.3353586159671e-06	4.65117928973374e-05	"NA"	NA
"PRSS21"	0.191603883378967	0.446640577642644	0.255036694263677	296	273	13	34	0.0439189189189189	0.124542124542125	0.000844273107440272	0.000655981081028395	0.000615661021148802	6.34959588637416e-06	4.65987661962369e-05	"NA"	NA
"RPL26"	2.68873213495123	3.30037173835602	0.611639603404792	296	273	248	250	0.837837837837838	0.915750915750916	0.00730360665051254	0.00518427486152116	7.81069792546409e-05	6.36528932224286e-06	4.66963565935859e-05	"NA"	NA
"OSBPL9"	0.795724522293331	1.1168783359514	0.321153813658067	296	273	61	93	0.206081081081081	0.340659340659341	0.000439276010921445	0.000330206773370458	0.001227007932689	6.36879664710406e-06	4.67045087454298e-05	"NA"	NA
"BLOC1S4"	1.15891575639222	0.480859298580437	-0.67805645781178	296	273	72	37	0.243243243243243	0.135531135531136	0.00160403306484058	0.001319783579715	0.000307663581700432	6.38179272363596e-06	4.67822127751456e-05	"NA"	NA
"CUL5"	1.44017157600371	2.05804564083873	0.617874064835026	296	273	105	137	0.35472972972973	0.501831501831502	0.000538214671337233	0.00049208096097702	0.000828433160861946	6.40543711686627e-06	4.69378873240441e-05	"NA"	NA
"GLB1L"	0.600405426682615	0.281386315052108	-0.319019111630507	296	273	44	16	0.148648648648649	0.0586080586080586	0.000787634707388568	0.000550480319192576	0.000743969152980599	6.43315457162841e-06	4.71232803119809e-05	"NA"	NA
"DTX3"	0.30778937643502	0.570301250598437	0.262511874163416	296	273	33	60	0.111486486486486	0.21978021978022	0.000733704754592274	0.000614025626523941	0.000667825628400203	6.44082712741074e-06	4.71617589659993e-05	"NA"	NA
"CAT"	3.12332033671164	2.4092922813525	-0.714028055359141	296	273	215	164	0.726351351351351	0.600732600732601	0.00203355337295467	0.00181934992511081	0.000226331540059632	6.4660345181502e-06	4.73285560750221e-05	"NA"	NA
"CCNDBP1"	2.65766964542673	1.7797628835923	-0.877906761834435	296	273	164	117	0.554054054054054	0.428571428571429	0.00364810287384656	0.00329100383719437	0.000125819201335095	6.49977402480147e-06	4.75576558901765e-05	"NA"	NA
"SPRYD7"	0.482691162752923	0.149611049287821	-0.333080113465102	296	273	38	13	0.128378378378378	0.0476190476190476	0.00127159357766108	0.000688756621952599	0.000601743052648372	6.50540344185038e-06	4.75809845735639e-05	"NA"	NA
"ZNF284"	0.27512378728746	0.0974362884792163	-0.177687498808243	296	273	35	11	0.118243243243243	0.0402930402930403	0.00113848792123071	0.00062516039254593	0.000669357318353244	6.56418661956524e-06	4.79929203257936e-05	"NA"	NA
"TMEM209"	0.313746360742695	0.100328397212096	-0.213417963530599	296	273	35	11	0.118243243243243	0.0402930402930403	0.00113848792123071	0.00062516039254593	0.000672006690959917	6.58850866636511e-06	4.81418406504535e-05	"NA"	NA
"EIF3I"	2.9711158799539	3.73932708520343	0.768211205249532	296	273	190	208	0.641891891891892	0.761904761904762	0.00246265461290127	0.00188099067841535	0.000223381821302466	6.58949470836291e-06	4.81418406504535e-05	"NA"	NA
"KCTD10"	0.41657540158329	0.745903375099833	0.329327973516542	296	273	33	60	0.111486486486486	0.21978021978022	0.000733704754592274	0.000614025626523941	0.00068547546684587	6.60007112275684e-06	4.82010439583276e-05	"NA"	NA
"ABHD17B"	0.351334893897194	0.728653939013638	0.377319045116444	296	273	36	63	0.121621621621622	0.230769230769231	0.000898861197372227	0.000837433220711079	0.000503689525071917	6.61338332219164e-06	4.82801751745916e-05	"NA"	NA
"RNF19A"	0.571921749395101	1.13771786241563	0.565796113020532	296	273	64	92	0.216216216216216	0.336996336996337	0.00173312991415389	0.00137931481370397	0.00030599094569052	6.61707498967846e-06	4.82890399471406e-05	"NA"	NA
"FUT8"	0.475217044806186	0.192495485035426	-0.28272155977076	296	273	42	15	0.141891891891892	0.0549450549450549	0.000928267684373099	0.000683718767409307	0.00062467167461693	6.69105067057432e-06	4.88106136492645e-05	"NA"	NA
"MLYCD"	0.536998216338503	0.155249279368382	-0.381748936970121	296	273	40	14	0.135135135135135	0.0512820512820513	0.00108912251946297	0.000848901487422362	0.000503753302090566	6.69892874863378e-06	4.88498014097904e-05	"NA"	NA
"NUP37"	0.575162613992979	0.201888312768686	-0.373274301224293	296	273	46	18	0.155405405405405	0.0659340659340659	0.00118744450234899	0.000812943011943472	0.000529022093584569	6.73452680694466e-06	4.90910233810641e-05	"NA"	NA
"ZNF354A"	0.558959132302309	0.223173566924675	-0.335785565377633	296	273	42	15	0.141891891891892	0.0549450549450549	0.000928267684373099	0.000683718767409307	0.000633732682088491	6.78186601543987e-06	4.94176195786744e-05	"NA"	NA
"ATM"	0.643792710660487	0.332544845196611	-0.311247865463876	296	273	56	24	0.189189189189189	0.0879120879120879	0.000803976430156968	0.00065531189608209	0.000666340991153837	6.83117475498091e-06	4.97583177593752e-05	"NA"	NA
"FBXO30"	0.106343354025649	0.389536415874666	0.283193061849017	296	273	10	29	0.0337837837837838	0.106227106227106	0.00115127226375194	0.000737163553598693	0.000595640358638097	6.86665342867345e-06	4.99980607514766e-05	"NA"	NA
"HSPA13"	0.142909786023416	0.52315370339102	0.380243917367604	296	273	22	45	0.0743243243243243	0.164835164835165	0.0012982961267877	0.00102991493442773	0.000429352198918013	6.91219588979574e-06	5.03081345695001e-05	"NA"	NA
"NOB1"	0.607076583402344	0.291758736797574	-0.315317846604771	296	273	68	33	0.22972972972973	0.120879120879121	0.00101938381867805	0.000922550420681945	0.000479482640716923	6.91440039563364e-06	5.03081345695001e-05	"NA"	NA
"TMCC1-AS1"	0.397865500588286	0.0952509601859764	-0.30261454040231	296	273	33	10	0.111486486486486	0.0366300366300366	0.00129831729336169	0.000735524338427766	0.000605005984129592	6.95316089971133e-06	5.05712732302885e-05	"NA"	NA
"MRPL12"	0.712303768206528	0.411867475934016	-0.300436292272513	296	273	72	35	0.243243243243243	0.128205128205128	0.000671272641319162	0.000550921905797712	0.000809528997843051	6.96764798914959e-06	5.06577376368907e-05	"NA"	NA
"CYBRD1"	0.417905988948452	0.149223931106339	-0.268682057842113	296	273	35	11	0.118243243243243	0.0402930402930403	0.00113848792123071	0.00062516039254593	0.000715744677183204	6.98911159294014e-06	5.07948408536873e-05	"NA"	NA
"ZNF529"	0.518999450324286	1.08507513608041	0.566075685756123	296	273	57	85	0.192567567567568	0.311355311355311	0.00150264862600806	0.00133536062836161	0.000338364466377104	7.05317359923272e-06	5.1241319342618e-05	"NA"	NA
"GPX7"	0.695547294093791	0.288684826079981	-0.40686246801381	296	273	54	23	0.182432432432432	0.0842490842490843	0.000974197595813295	0.000838431089433814	0.000540102554719432	7.06778516480701e-06	5.13283414427788e-05	"NA"	NA
"GNB2L1"	6.89500227521126	7.52690367914379	0.631901403932532	296	273	289	273	0.976351351351351	1	0.0295526557026478	0.015581476956739	2.91416355251851e-05	7.08576486437285e-06	5.14236399988851e-05	"NA"	NA
"TM9SF2"	1.73378502337434	1.11915595246698	-0.614629070907362	296	273	141	93	0.476351351351351	0.340659340659341	0.00136935655951123	0.00118276691331791	0.000383928912950476	7.08618392350735e-06	5.14236399988851e-05	"NA"	NA
"NAF1"	0.189566371954429	0.458058856924411	0.268492484969982	296	273	17	39	0.0574324324324324	0.142857142857143	0.00105030283805279	0.000669918405698237	0.00069221644729792	7.22673001409295e-06	5.24240496593598e-05	"NA"	NA
"SRSF9"	5.01395177498075	4.25686379428826	-0.75708798069249	296	273	258	225	0.871621621621622	0.824175824175824	0.1439017869361	0.128166692766987	3.63706746681806e-06	7.26205145855509e-06	5.26449785009238e-05	"NA"	NA
"NAP1L1"	4.02672227159794	4.92564328217856	0.898921010580622	296	273	239	246	0.807432432432432	0.901098901098901	0.00245824335407667	0.00198613604478872	0.000234720904018453	7.26258707105397e-06	5.26449785009238e-05	"NA"	NA
"DNAJC3-AS1"	0.324565127046246	0.099666423054773	-0.224898703991473	296	273	28	7	0.0945945945945946	0.0256410256410256	0.00117265890518647	0.000697181658770138	0.000675206358421124	7.32895388196342e-06	5.31063082034316e-05	"NA"	NA
"RP11-448A19.1"	0.250314098685668	0.0456183548720267	-0.204695743813641	296	273	26	6	0.0878378378378378	0.021978021978022	0.00126129060408111	0.000779154552821476	0.000605018755637944	7.33859266181836e-06	5.31563909937434e-05	"NA"	NA
"C16orf91"	0.643106894894947	0.181840893406525	-0.461266001488422	296	273	41	15	0.138513513513514	0.0549450549450549	0.00136272734663664	0.00104447483345071	0.000452854567557945	7.36178269991245e-06	5.32855180916781e-05	"NA"	NA
"ANKS3"	0.720577499237889	0.27638844568156	-0.444189053556328	296	273	55	24	0.185810810810811	0.0879120879120879	0.00114318234487047	0.000959851989413532	0.000492786764513485	7.36188693930275e-06	5.32855180916781e-05	"NA"	NA
"WDR77"	0.720384483582444	0.320432957041226	-0.399951526541217	296	273	54	23	0.182432432432432	0.0842490842490843	0.000974197595813295	0.000838431089433814	0.000566514312108031	7.39073230613978e-06	5.34710697308942e-05	"NA"	NA
"VPS13C"	1.17313580796742	0.730986546014724	-0.442149261952691	296	273	108	64	0.364864864864865	0.234432234432234	0.000990320558541148	0.000730661374687944	0.000650286989110388	7.39300907678841e-06	5.34710697308942e-05	"NA"	NA
