"gene"	"Mean_pre-TP53-sAML"	"Mean_CP-TP53-MPN"	"log2fc"	"ExpressingCells_pre-TP53-sAML"	"nCells_pre-TP53-sAML"	"nCells_CP-TP53-MPN"	"ExpressingCells_CP-TP53-MPN"	"ExpressingFraction_pre-TP53-sAML"	"ExpressingFraction_CP-TP53-MPN"	"chisq.test.p"	"fisher.test.p"	"wilcoxon"	"combined.fisher"	"p.adjusted"	"class"	"Name"
"STXBP6"	0.420850265822261	0.0860203959161276	-0.334829869906134	296	273	26	6	0.0878378378378378	0.021978021978022	0.00126129060408111	0.000779154552821476	0.000610743993606311	7.40355521766603e-06	5.35274845336596e-05	"NA"	NA
"TPT1-AS1"	1.5649161001551	1.00365354687009	-0.561262553285001	296	273	131	84	0.442567567567568	0.307692307692308	0.00124419125350334	0.0010059266925326	0.000474258100416511	7.42109506744506e-06	5.36344030606745e-05	"NA"	NA
"PTP4A2"	4.06231964056768	4.89096701691486	0.828647376347183	296	273	244	244	0.824324324324324	0.893772893772894	0.0245419837686973	0.0221475557491841	2.17206957467781e-05	7.47917620540917e-06	5.40341373594646e-05	"NA"	NA
"ZBTB40"	0.401815870560363	0.131731309501911	-0.270084561058452	296	273	38	13	0.128378378378378	0.0476190476190476	0.00127159357766108	0.000688756621952599	0.000702523415438534	7.52000709169342e-06	5.43089952690953e-05	"NA"	NA
"CRLS1"	1.45061199468783	0.784602570924161	-0.666009423763672	296	273	101	60	0.341216216216216	0.21978021978022	0.00181045733476284	0.00151288785736401	0.000330271153620501	7.74944250031941e-06	5.59452345245281e-05	"NA"	NA
"ATG4C"	0.50167278235529	0.178758048153464	-0.322914734201826	296	273	46	18	0.155405405405405	0.0659340659340659	0.00118744450234899	0.000812943011943472	0.00061554106496573	7.76012937714404e-06	5.60016445091787e-05	"NA"	NA
"NRD1"	2.17988356664543	1.48838926178288	-0.691494304862553	296	273	158	109	0.533783783783784	0.399267399267399	0.00175937721864297	0.00141205360433268	0.000354530518465064	7.76326722229068e-06	5.60035546620614e-05	"NA"	NA
"DDX10"	0.67595129432087	0.260385534341853	-0.415565759979017	296	273	49	20	0.165540540540541	0.0732600732600733	0.00119389184095529	0.000776518706652105	0.000645067929159029	7.76749195560179e-06	5.60133012203441e-05	"NA"	NA
"SEPT6"	3.91786118708208	3.0986070181832	-0.819254168898881	296	273	239	188	0.807432432432432	0.688644688644689	0.00150264862600806	0.00133536062836161	0.000376166173690526	7.78794729301839e-06	5.61400401758559e-05	"NA"	NA
"PTPRCAP"	1.62446561281483	1.08046102185071	-0.544004590964113	296	273	129	82	0.435810810810811	0.3003663003663	0.00113473800494898	0.000953713883763777	0.000529916277048365	7.83247999375509e-06	5.6440184857033e-05	"NA"	NA
"PLA2G4C"	0.340120257517766	0.0744998523615639	-0.265620405156202	296	273	26	6	0.0878378378378378	0.021978021978022	0.00126129060408111	0.000779154552821476	0.000649204396372116	7.8388886212725e-06	5.64654903938816e-05	"NA"	NA
"SLC35E2B"	0.860486141947135	0.485165952639098	-0.375320189308036	296	273	80	42	0.27027027027027	0.153846153846154	0.00104411831193087	0.00073628016600469	0.000696329600080752	7.93833725127109e-06	5.71607202444685e-05	"NA"	NA
"RP11-52J3.2"	0.0394943584213918	0.257602404208507	0.218108045787115	296	273	5	21	0.0168918918918919	0.0769230769230769	0.00125985385285311	0.000909575299883251	0.00056679230727462	7.97955847787672e-06	5.74274613616284e-05	"NA"	NA
"NIPSNAP3A"	1.89652144634716	1.08104482749142	-0.815476618855749	296	273	125	83	0.422297297297297	0.304029304029304	0.00451855408158051	0.00400945051175807	0.000128610834227992	7.98127400105947e-06	5.74274613616284e-05	"NA"	NA
"DKC1"	2.43926838628287	1.68339524631189	-0.755873139970977	296	273	164	113	0.554054054054054	0.413919413919414	0.00112509330398458	0.00104532751804112	0.000496313294067	8.02688644798452e-06	5.77343434111123e-05	"NA"	NA
"PTRH2"	0.89446560394902	0.314075613753328	-0.580389990195692	296	273	68	34	0.22972972972973	0.124542124542125	0.00158490161197583	0.00142980934285664	0.000363777904240132	8.04603233989255e-06	5.7850705410987e-05	"NA"	NA
"FAM69B"	2.29760217942241	1.4939406932356	-0.803661486186805	296	273	145	99	0.489864864864865	0.362637362637363	0.00289386164785379	0.00230304438408392	0.000229604066503747	8.17119596605496e-06	5.87289645170883e-05	"NA"	NA
"MLLT4"	2.66190033452819	1.63494147834378	-1.02695885618441	296	273	147	105	0.496621621621622	0.384615384615385	0.00924909455959471	0.00877949152351444	6.03368465514167e-05	8.18475863822458e-06	5.88047605515199e-05	"up_in_pre-TP53-sAML"	NA
"SWI5"	0.634864132023742	0.179380752729615	-0.455483379294127	296	273	44	17	0.148648648648649	0.0622710622710623	0.00141462871070764	0.00101499652367614	0.000526424989639121	8.25110747800737e-06	5.92596119975386e-05	"NA"	NA
"C12orf73"	0.314622741709041	0.0853193711200316	-0.229303370589009	296	273	33	10	0.111486486486486	0.0366300366300366	0.00129831729336169	0.000735524338427766	0.000726866151888543	8.25555865664734e-06	5.9269741928313e-05	"NA"	NA
"ACAP1"	2.80173050661519	2.0661246449413	-0.735605861673899	296	273	178	127	0.601351351351351	0.465201465201465	0.0015277891037315	0.00137342819606117	0.000390873392445677	8.28745281211793e-06	5.94134392087893e-05	"NA"	NA
"CCDC181"	0	0.0844937211735382	0.0844937211735381	296	273	0	10	0	0.0366300366300366	0.00267498455768329	0.000592394661699516	0.000906963795274866	8.29386251216476e-06	5.94134392087893e-05	"NA"	NA
"PDLIM4"	0	0.105357037208427	0.105357037208427	296	273	0	10	0	0.0366300366300366	0.00267498455768329	0.000592394661699516	0.000906963795274866	8.29386251216476e-06	5.94134392087893e-05	"NA"	NA
"STX1A"	0	0.127177535594393	0.127177535594393	296	273	0	10	0	0.0366300366300366	0.00267498455768329	0.000592394661699516	0.000906963795274866	8.29386251216476e-06	5.94134392087893e-05	"NA"	NA
"CEBPD"	0	0.152178689672256	0.152178689672256	296	273	0	10	0	0.0366300366300366	0.00267498455768329	0.000592394661699516	0.000906963795274866	8.29386251216476e-06	5.94134392087893e-05	"NA"	NA
"RP11-452H21.4"	0	0.0936765949550008	0.0936765949550007	296	273	0	10	0	0.0366300366300366	0.00267498455768329	0.000592394661699516	0.000906963795274866	8.29386251216476e-06	5.94134392087893e-05	"NA"	NA
"TNRC18"	0.997658258898249	0.773564640843169	-0.22409361805508	296	273	110	63	0.371621621621622	0.230769230769231	0.000373951343928246	0.000265724793684519	0.00203779921145847	8.35467186065765e-06	5.98270624202567e-05	"NA"	NA
"FMNL3"	0.281954658602233	0.0593855842097923	-0.222569074392441	296	273	24	5	0.0810810810810811	0.0183150183150183	0.00132609316466438	0.000853500545518886	0.00063565173656556	8.36960956392376e-06	5.99120196915174e-05	"NA"	NA
"NME3"	1.56002364236539	0.937613546740109	-0.622410095625286	296	273	114	70	0.385135135135135	0.256410256410256	0.00142373320873649	0.00122049816048701	0.000445698598865424	8.39045780862936e-06	6.00392083721746e-05	"NA"	NA
"RP11-849H4.2"	0.287752093806954	0.079391938805022	-0.208360155001933	296	273	26	6	0.0878378378378378	0.021978021978022	0.00126129060408111	0.000779154552821476	0.0007029008999885	8.44373057190624e-06	6.03982371770996e-05	"NA"	NA
"DOK6"	0.284688736553405	0.0500852052304662	-0.234603531322939	296	273	24	5	0.0810810810810811	0.0183150183150183	0.00132609316466438	0.000853500545518886	0.000645095204165446	8.48583186987421e-06	6.06771220864226e-05	"NA"	NA
"ACAD9"	0.524498094847066	0.232597891811955	-0.291900203035111	296	273	52	22	0.175675675675676	0.0805860805860806	0.00117764799829422	0.000732732908989417	0.000752854233416552	8.50099205969576e-06	6.07632333067802e-05	"NA"	NA
"MTA1"	0.0533956522645395	0.248146392782512	0.194750740517972	296	273	15	36	0.0506756756756757	0.131868131868132	0.0011936870327862	0.00105355228522447	0.000529568065272901	8.59154820345121e-06	6.13879976472401e-05	"NA"	NA
"MTMR2"	0.405510476991947	0.150458030321715	-0.255052446670231	296	273	40	14	0.135135135135135	0.0512820512820513	0.00108912251946297	0.000848901487422362	0.000658070170419957	8.60175812636684e-06	6.14286309022844e-05	"NA"	NA
"RP11-1250I15.3"	0.258732379602004	0.0524237569510379	-0.206308622650966	296	273	24	5	0.0810810810810811	0.0183150183150183	0.00132609316466438	0.000853500545518886	0.000654669022423411	8.6035379829282e-06	6.14286309022844e-05	"NA"	NA
"ESF1"	1.53745114170558	0.918581876298748	-0.618869265406833	296	273	117	73	0.39527027027027	0.267399267399267	0.00167683613382237	0.00135550853862526	0.00041390555772531	8.63653461967328e-06	6.16416451141236e-05	"NA"	NA
"SNRPD1"	3.45761584795663	2.5441864405083	-0.913429407448331	296	273	203	163	0.685810810810811	0.597069597069597	0.0340047759853381	0.0288256292114319	1.95494126870297e-05	8.67210409164075e-06	6.18519664320766e-05	"NA"	NA
"C6orf48"	2.45951172544551	3.08824076078453	0.628729035339019	296	273	178	204	0.601351351351351	0.747252747252747	0.000303511129155041	0.000243722843229908	0.00231222123333132	8.6723488743518e-06	6.18519664320766e-05	"NA"	NA
"JKAMP"	1.10771747400583	0.557932851714699	-0.549784622291133	296	273	84	46	0.283783783783784	0.168498168498169	0.00151196166720945	0.00133185981355783	0.000424503704245726	8.6987970986851e-06	6.20179052844075e-05	"NA"	NA
"SARS"	1.2356308769337	0.707115881766768	-0.528514995166928	296	273	99	57	0.334459459459459	0.208791208791209	0.00110199462375679	0.000964463454445374	0.000587303657302543	8.71395137759594e-06	6.21032322676782e-05	"NA"	NA
"C19orf24"	1.08323649284164	0.521864441706587	-0.561372051135054	296	273	80	43	0.27027027027027	0.157509157509158	0.00156357522476762	0.00110960870999934	0.000512837140795886	8.75156852975534e-06	6.23485284290903e-05	"NA"	NA
"GOLGA8R"	0.290921372276584	0.0959933187818315	-0.194928053494752	296	273	33	10	0.111486486486486	0.0366300366300366	0.00129831729336169	0.000735524338427766	0.000781708967624077	8.83662612628421e-06	6.29315003483857e-05	"NA"	NA
"SNORD3B-2"	0.0665278406523991	0.31725324981729	0.250725409164891	296	273	17	38	0.0574324324324324	0.139194139194139	0.00160276336356779	0.00103231743647881	0.000561393687847994	8.90228162502373e-06	6.3375921634391e-05	"NA"	NA
"SULT1C4"	0.289984680363585	0.0664296647172707	-0.223555015646314	296	273	24	5	0.0810810810810811	0.0183150183150183	0.00132609316466438	0.000853500545518886	0.000680849024231615	8.92480509137102e-06	6.35130707707207e-05	"NA"	NA
"RP11-349A22.5"	3.73085632413913	3.35777628225439	-0.373080041884748	296	273	270	211	0.912162162162162	0.772893772893773	7.67477894530563e-06	4.69773640524571e-06	0.123940952377147	8.94112812080757e-06	6.36060107046647e-05	"NA"	NA
"ICA1"	1.22324366303529	0.8399600644452	-0.383283598590089	296	273	108	63	0.364864864864865	0.230769230769231	0.000688959533192681	0.000507720253995418	0.00114798308421681	8.94991877043305e-06	6.36453180128715e-05	"NA"	NA
"CLEC2D"	0.270448536498511	0.0579421846590887	-0.212506351839423	296	273	31	9	0.10472972972973	0.032967032967033	0.00146717191720215	0.000859799153776194	0.000678664007075674	8.9593997447006e-06	6.36895039473756e-05	"NA"	NA
"MTRNR2L3"	0.0710171315153763	0.0158051258295454	-0.0552120056858307	296	273	24	5	0.0810810810810811	0.0183150183150183	0.00132609316466438	0.000853500545518886	0.000684189098825493	8.96573021067825e-06	6.37112698747869e-05	"NA"	NA
"FAM131A"	0.234435357017688	0.0540708445096609	-0.180364512508027	296	273	24	5	0.0810810810810811	0.0183150183150183	0.00132609316466438	0.000853500545518886	0.000697702287930751	9.13116266789336e-06	6.48450464735267e-05	"NA"	NA
"TXNRD1"	0.688940247665796	1.10305780675851	0.414117559092714	296	273	57	87	0.192567567567568	0.318681318681319	0.000778678343441252	0.000702129609768236	0.000848195360661552	9.13193374563056e-06	6.48450464735267e-05	"NA"	NA
"MRPS9"	0.901524647721721	0.30690305584161	-0.59462159188011	296	273	59	28	0.199324324324324	0.102564102564103	0.00201880220038909	0.00155979252071761	0.000385644946018155	9.21766322662793e-06	6.54299678126116e-05	"NA"	NA
"RTCA"	0.430985856077435	0.872061053846838	0.441075197769402	296	273	42	69	0.141891891891892	0.252747252747253	0.00124673283264131	0.000993688605936971	0.000606761766576152	9.23780301165896e-06	6.55490558075196e-05	"NA"	NA
"TSPAN5"	0.314023544776553	0.0824183946828532	-0.2316051500937	296	273	24	5	0.0810810810810811	0.0183150183150183	0.00132609316466438	0.000853500545518886	0.000714942574398782	9.34189960687414e-06	6.62635761052368e-05	"NA"	NA
"ZNF90"	0.237842415849604	0.201058378794508	-0.0367840370550958	296	273	62	28	0.209459459459459	0.102564102564103	0.000735354900236361	0.000524201873630061	0.00116626871198059	9.35844550979254e-06	6.63446105887074e-05	"NA"	NA
"ATG4D"	0.119296468579903	0.391185854770758	0.271889386190855	296	273	15	36	0.0506756756756757	0.131868131868132	0.0011936870327862	0.00105355228522447	0.000580396509669106	9.36013129073186e-06	6.63446105887074e-05	"NA"	NA
"TET2-AS1"	0.062959569146419	0.236220327572378	0.173260758425959	296	273	5	21	0.0168918918918919	0.0769230769230769	0.00125985385285311	0.000909575299883251	0.000672691392629852	9.36564532316879e-06	6.63595633003294e-05	"NA"	NA
"EIF2S3"	4.41524695581647	3.70347512768486	-0.711771828131607	296	273	264	214	0.891891891891892	0.783882783882784	0.000680875552490147	0.000549696201550648	0.00111481860098585	9.37920847020961e-06	6.64315158071678e-05	"NA"	NA
"SKA1"	0.0232128119092579	0.143157085623135	0.119944273713878	296	273	2	15	0.00675675675675676	0.0549450549450549	0.00176798454295658	0.000787930558171551	0.000779103007041854	9.39447859165865e-06	6.65155018919762e-05	"NA"	NA
"C10orf118"	0.702036678619756	1.28637802447015	0.584341345850397	296	273	52	80	0.175675675675676	0.293040293040293	0.00130833489324231	0.00102279875961771	0.00060131598798791	9.41087186312578e-06	6.65834945488499e-05	"NA"	NA
"RAPGEF1"	0.0545302552673246	0.194416748074855	0.139886492807531	296	273	5	21	0.0168918918918919	0.0769230769230769	0.00125985385285311	0.000909575299883251	0.000676170695927702	9.41091357901096e-06	6.65834945488499e-05	"NA"	NA
"STARD7"	1.92495343409366	1.43894067534231	-0.486012758751342	296	273	161	108	0.543918918918919	0.395604395604396	0.000547885192787853	0.000421391225385065	0.00146309514083207	9.43246839925267e-06	6.66913286133381e-05	"NA"	NA
"AMZ2"	1.47509764728865	0.8781717196528	-0.596925927635847	296	273	113	69	0.381756756756757	0.252747252747253	0.00134477912179521	0.00117743224651649	0.000523658562023709	9.43299779329845e-06	6.66913286133381e-05	"NA"	NA
"TMEM65"	0.188238035839107	0.0149422379784213	-0.173295797860686	296	273	17	2	0.0574324324324324	0.00732600732600733	0.00200062386867166	0.000714217164744943	0.000871156349102263	9.51336659086103e-06	6.72351492346132e-05	"NA"	NA
"WWTR1"	0.195570853293794	0.0563223523715164	-0.139248500922277	296	273	36	12	0.121621621621622	0.043956043956044	0.00147655346429163	0.000823186460874804	0.000757172222825091	9.52907184028026e-06	6.73217355240098e-05	"NA"	NA
"RPP21"	0.10692661541541	0.0290674903149362	-0.0778591251004737	296	273	24	5	0.0810810810810811	0.0183150183150183	0.00132609316466438	0.000853500545518886	0.000732577980467006	9.55709920587733e-06	6.74952817829569e-05	"NA"	NA
"VCPKMT"	0.373931499766676	0.77510229350989	0.401170793743214	296	273	43	70	0.14527027027027	0.256410256410256	0.00130542663238649	0.00107070569004433	0.000584880036651576	9.57107894807928e-06	6.75695294661214e-05	"NA"	NA
"OBFC1"	0.775453786391344	0.380674377901465	-0.394779408489879	296	273	62	29	0.209459459459459	0.106227106227106	0.00118751199075108	0.000856502276337992	0.000735243152030446	9.62110512928357e-06	6.78981104923951e-05	"NA"	NA
"ACD"	0.888359065507426	0.442356160428053	-0.446002905079373	296	273	68	33	0.22972972972973	0.120879120879121	0.00101938381867805	0.000922550420681945	0.000685280198473206	9.65633976791009e-06	6.81221045081808e-05	"NA"	NA
"DDX58"	0.725844607989661	0.389811682638608	-0.336032925351053	296	273	61	28	0.206081081081081	0.102564102564103	0.00103591290733747	0.000759137244658519	0.000835084768554362	9.68115160298971e-06	6.82724338080591e-05	"NA"	NA
"TMEM123"	2.7590295322552	2.06283441467008	-0.696195117585116	296	273	197	145	0.665540540540541	0.531135531135531	0.00144623794158604	0.0011428498437789	0.00055574639125722	9.69814370215461e-06	6.83675287675941e-05	"NA"	NA
"CTR9"	1.53998049194098	1.19910956482007	-0.340870927120919	296	273	155	101	0.523648648648649	0.36996336996337	0.000321721530774707	0.000281387095763895	0.00227165357510903	9.75634027665716e-06	6.87529228751271e-05	"NA"	NA
"ANKRD65"	0.292675335316136	0.0358032535915211	-0.256872081724615	296	273	17	2	0.0574324324324324	0.00732600732600733	0.00200062386867166	0.000714217164744943	0.000897158322869956	9.77847278027487e-06	6.88839867846468e-05	"NA"	NA
"CLINT1"	1.407582003447	2.0134660967707	0.605884093323695	296	273	121	149	0.408783783783784	0.545787545787546	0.00144451303272288	0.00138795897880784	0.00046203606054439	9.78590555157321e-06	6.89114418393298e-05	"NA"	NA
"B3GALNT2"	0.18041307079455	0.546578284477769	0.366165213683219	296	273	15	36	0.0506756756756757	0.131868131868132	0.0011936870327862	0.00105355228522447	0.000612107593496561	9.83723434185214e-06	6.92478771366493e-05	"NA"	NA
"LIAS"	0.478765163277216	0.1026101691168	-0.376154994160416	296	273	34	11	0.114864864864865	0.0402930402930403	0.00170400781651535	0.000980181940525988	0.000675742018604101	1.00859176448842e-05	7.09728183155533e-05	"NA"	NA
"GGH"	0.673037914395017	0.974657844703714	0.301619930308697	296	273	46	76	0.155405405405405	0.278388278388278	0.00052277577336078	0.000478453520862399	0.00138579691542194	1.00957241443758e-05	7.10161873050065e-05	"NA"	NA
"BTG1"	1.30373262806777	2.01764946552491	0.713916837457141	296	273	106	133	0.358108108108108	0.487179487179487	0.00243404288110161	0.00219085724809256	0.000302787815018393	1.01003542811475e-05	7.10231261356881e-05	"NA"	NA
"RP11-355B11.2"	0.206270048684642	0.0353767602727072	-0.170893288411935	296	273	17	2	0.0574324324324324	0.00732600732600733	0.00200062386867166	0.000714217164744943	0.000940261940120853	1.02167623314318e-05	7.18157704162524e-05	"NA"	NA
"HLA-G"	0.0364215804979124	0.155628536737709	0.119206956239796	296	273	11	30	0.0371621621621622	0.10989010989011	0.00142506643321041	0.000982341605002103	0.000685667552615482	1.024530816816e-05	7.19904638838407e-05	"NA"	NA
"SLC39A9"	0.646607346712316	0.286265741927169	-0.360341604785148	296	273	59	27	0.199324324324324	0.0989010989010989	0.00126411355060326	0.000968759827620889	0.000697665258820783	1.0278135332349e-05	7.21951041074399e-05	"NA"	NA
"KIAA0020"	1.53138571763087	0.904261583025012	-0.627124134605858	296	273	123	79	0.415540540540541	0.289377289377289	0.00225564630845687	0.0021133201410336	0.000321545570868167	1.03301049329059e-05	7.25340076917152e-05	"NA"	NA
